,rewrite_prompt,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
309,read this with the passion of an opera aria.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
317,a poem by revising the perspective and focusing more on intimate emotions and personal experiences.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
331,this into a poetic piece.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
365,a significant reference to Logie in this.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
374,a blues song as a factual statement.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
401,a poem by Bishop Dunbar.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
408,it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,True
436,the text into a poem resembling the style of Charles E.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
442,the text to mimic a classical sonnet with more poetic language.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
443,this content as if it were a song lyric.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
446,a poem.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
454,a Shakespearean soliloquy.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
459,a poet's inspiration.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
533,a blues song lyric.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,True
535,the essay's passage about the city using iambic pentameter.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
608,this as if written by the first AI poet laureate.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
616,it with a Shakespearean soliloquy added.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
618,the text into lyrics that promote creativity and authenticity.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
631,a romantic text into a poem.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
638,this text into a blues song about adventure and longing.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
643,"the text into a song that speaks to my audience, sung by a male singer.",8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
648,a Shakespearean sonnet.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,True
661,the text into a blues song lamenting the difficult circumstances.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
666,a Shakespearean sonnet.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,True
691,the text into a poetic ode celebrating the beauty of the courtyard and ironed.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
752,the essay from a cityscape filled with rhythmic sounds.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
770,an average depth piece of text into the style of a vintage radio drama from an opera that reimagines the struggles of life.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
791,this passage about tiny red blossoms in the opera.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
801,a meme.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
817,a classic poem with a contemporary twist.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
820,a poet.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
844,a melodic recounting.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
846,a beatnik poetry piece.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
856,"the text into a dramatic musical, portraying the wise advice of old Russian trees.",8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
922,a Shakespearean soliloquy into modern language.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
938,a traditional folk song for contemporary audiences.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
943,this for a modern audience as a listener...,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
946,a jazz song for contemporary audience.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
950,a living speech to incorporate multiple layers of haikus for a modern touch.,8,8_song_poem_shakespearean_sonnet,"['song', 'poem', 'shakespearean', 'sonnet', 'poet', 'blues song', 'blues', 'soliloquy', 'shakespearean soliloquy', 'text']","['a Shakespearean sonnet.', 'a blues song lyric.', 'it into a love in 15 words: Rewrite the text as a sonnet. Mentor and curses: Rewrite this as a Shakespearean soliloquy.']",song - poem - shakespearean - sonnet - poet - blues song - blues - soliloquy - shakespearean soliloquy - text,False
