,rewrite_prompt,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
95,the text to enhance the playfulness of Theodora.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
109,the formal invitation to its core elements.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
125,it to a fantasy theme and reimagine this with a lighter tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
128,the line to have a professional tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
138,this in a sophisticated manner.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
139,this into a refined and flirtatious tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
146,it more charming,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
148,a paragraph from a casual travel brochure into a more formal business travel brochure while maintaining the same content and tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
151,this text in a more polite tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
156,"the explanation of a series to be incredibly wholesome and rewrite the story set in a great, uplifting environment.",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
157,"""Please describe the sun.""",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
159,this into a calm and relaxed vibe.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
160,transform this description into an elegant woman.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
164,a conversation with added humor and detail.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
172,a poetic description suitable for a natural setting.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
179,this as if it were a more high-end coach.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
180,this text into a formal tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
201,this into a darker tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
210,it into a different format using humorous exaggerations.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
212,it into a more elegant form.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
231,this into a dialogue in its original form not by changing characters.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
240,this as a deep sea to be explored with lawyers instead of this as a conversation to engage in.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
241,the tone and the content.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
247,this contrast.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
248,the text into a brochure advertising a luxurious and mysterious vacation experience in the heart of English countryside.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
252,"a letter in a series of messages from the text into a fruit, using more descriptive and playful language.",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
258,this in an upbeat tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
262,a formal tone into a more casual style.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
266,to a darker tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
275,it in a nice way.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
280,a humorous piece of literature.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
289,this while keeping it sophisticated; the detective.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
291,this analysis in an aesthetically pleasing manner.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
294,this text to add more comedic elements and make it sound like a police siren.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
302,it into a more vibrant eco-conscious expression.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
311,this more provocatively honest.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
336,"rephrase a lively carnival barker's pitch for a ""banco"" or metaphorically rewrite the text as silk.",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
340,it to have a darker tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
341,it nicely.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
344,"""playing with Helen in the park"" to ""playing with more dog toys in the park"".",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
352,this to be more complex.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
353,"the statement ""a drug is"" using a more formal tone",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
363,the story in a more positive light while toning down the profanity.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
377,this as a natural change.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
396,a satire emphasizing the fourth word.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
405,this unique dialect.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
412,it to be grittier.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
418,the underlying tone of brightness.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
430,"it as ""Lay down and inform my audience.""",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
434,it as Bingley observed.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
464,this content to enhance it as if it were a delicate mixture that would flow into a series of her endearing collection of jokes reshaping the universe.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
487,this to be more elegant.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
490,the sentence using alliteration.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
493,this to be as quirky and playfully worded as possible.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
495,this to be more lighthearted and engaging.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
497,this agreement into a more casual tone for a set of inner thoughts.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
503,a park.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
521,a fantasy novel with sincerity.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
527,the clarity of humor in the text.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
531,it quickly.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
536,this description of the women.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
539,this with a touch of modesty.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
544,this statement about nature.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
555,the given examples finely.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
575,it to a new color.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
578,this natural phenomenon.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
603,a parody of sophisticated vocabulary.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
611,the lively carnival barker's pitch into the founding document for the Good Friends Club.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
615,this as if the little master.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
621,"the text into a dystopian theme with a fun tone. Rewrite it using ""thou.""",1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
630,it in informal language.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
633,a full description of the palaces of wind despite some wacky misunderstandings.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
644,it as if it were written about nature.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
647,the following piece of text to make it as lively and engaging as a pilot's announcement in the cockpit.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
651,it to be more aesthetically pleasing.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
676,the essence and tone of a graffiti tag.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
698,the tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,True
702,it into a more lighthearted tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
726,revise this to be more innocent in tone.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
727,the description of the tender young sapling.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
747,this in a fierce manner.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
748,it to be pretty.,1,1_tone_formal_casual_using,"['tone', 'formal', 'casual', 'using', 'description', 'formal tone', 'touch', 'make', 'lively', 'text']","['the formal tone.', 'it for a more formal tone.', 'the tone.']",tone - formal - casual - using - description - formal tone - touch - make - lively - text,False
