,rewrite_prompt,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
226,this into more than just a policy document.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
229,with more emotion and add a captivating hint.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
234,this text to help clarify the words of Joseph C.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
238,the sentence to make it more casual in a historical context.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
257,"it to ""Edit the text to make it more concise.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,True
271,this passage to make it more pleasant to read.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
276,a word.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
299,punctuation marks.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
305,this text to make it more sophisticated and polished in appearance.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
320,this request as if it were the narrator attempting to emulate the transparency and clarity of glass.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
322,this into more casual language.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
327,the words in the text to make it more vivid and appealing.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
330,"improve the readability by softly walking across the courtyard, remarked the dry touch with an honorable and eerie tone, shaping the story with a layer of sympathy.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
334,down this concept into a concise point.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
337,a sentence by changing a punctuation mark.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
347,this into a short and honest illustration: St. Ternan.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
359,this as a recent discoverer mentioned.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
360,this passage to help them live in harmony with more than just the tune.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
372,the story with slight improvements.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
388,the text instead of asking me to store miles away in distant lands.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
389,a punctuation mark,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
391,this passage to improve its coherence and engage the reader more effectively.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
392,this into a succinct and brief form.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
397,about what Nancy said; practice one of the suggestions.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
398,this sentence thoroughly.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
406,"this into a meaningful imperative sentence: ""Revise the sentence to sound as tranquil as a peaceful slumber and the text to resemble classic advice spoken from an ancient echo.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
411,this text to provide a more direct account of the situation in Cuba.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
417,paraphrase this to make it more interesting and descriptive.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
422,this using the same words.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
427,this person's response.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
428,the text in a more approachable style.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
435,"rewrite the story to be more concise and focused, using a set of twelve supporting points.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
441,"the sentences simpler in response to the crisis.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
448,it in a simpler way.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
452,this further.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
455,this passage to create a realistic description of whiskey.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
474,this to make it more concise.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,True
476,the text by adding more details to the proclamation he exclaimed.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
478,"this text by adding ""bright"" before ""lights"" and changing ""quoich"" to ""quiche.""",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
483,this passage as if there were no limitations.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
491,a passage of text to make it more concise.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,True
506,improve the closure to be a comical misunderstanding. Rewrite the cookie jar had been opened and was empty.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
512,the text back to its original form so that it is more easily readable.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
513,this into brief polite descriptions and their ideas to be undertaken.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
514,enhance the significance of a sequence of small snippets of text to be organized.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
537,the English text to improve its clarity and quality.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
545,this explanation and expand on it in detail.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
549,"the following line: ""The first words had six or should"" into a modernized version.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
550,"this text by enhancing the sophisticated vocabulary, while ensuring that the gesture does not override the hard-hitting message emanating from the sacred lineage of glaciers.",0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
560,this passage.,0,0_text_make_sentence_concise,"['text', 'make', 'sentence', 'concise', 'passage', 'improve', 'punctuation', 'text make', 'words', 'story']","['this to make it more concise.', 'it to ""Edit the text to make it more concise.""', 'a passage of text to make it more concise.']",text - make - sentence - concise - passage - improve - punctuation - text make - words - story,False
